mes,anio,afp,tipo_fondo,valor_cuota,valor_fondo_mill_soles,afiliados_miles,rentab_real_12m,rend_bono_10a_soles,esperanza_vida,dias_habiles,imputado
2022-09,2022,Habitat,0,12.7688771,10741.0473090124,1013.9,-15.8061,8.30590909090909,76.834,22,No
2022-10,2022,Habitat,0,12.8396775,11159.8414319181,1013.428,-12.7723,8.64571428571429,76.834,21,No
2022-11,2022,Habitat,0,12.9084893,11517.7310203376,1012.883,-12.4324,7.86476190476191,76.834,22,No
2022-12,2022,Habitat,0,12.9631207,11451.427015263,1012.781,-12.9909,7.8615,76.834,22,No
2023-01,2023,Habitat,0,13.0432258,11976.6208091707,1012.732,-10.5944,7.95952380952381,77.74,22,No
2023-02,2023,Habitat,0,13.127858799999998,11860.0585914315,1012.969,-12.9925,7.87935,77.74,20,No
2023-03,2023,Habitat,0,13.2287667,12282.854755512,1013.323,-12.7319,7.71669565217391,77.74,23,No
2023-04,2023,Habitat,0,13.3248612,12471.4406248877,1013.298,-10.3913,7.48888888888889,77.74,20,No
2023-05,2023,Habitat,0,13.4298697,12555.5990400281,1014.218,-8.4819,7.275,77.74,23,No
2023-06,2023,Habitat,0,13.508194800000002,13065.2494235159,1014.37,-0.4414,7.07380952380952,77.74,22,No
2023-07,2023,Habitat,0,13.6175663,13536.4525675668,1014.44,0.5462,6.7555,77.74,21,No
2023-08,2023,Habitat,0,13.7051857,13747.282450866,1014.401,2.9654,6.84409090909091,77.74,23,No
2023-09,2023,Habitat,0,13.79965,13694.2461139506,1014.739,2.8504,6.96857142857143,77.74,21,No
2023-10,2023,Habitat,0,13.9082143,13657.57735164,1015.095,-0.985,7.62454545454545,77.74,22,No
2023-11,2023,Habitat,0,14.0070137,14128.739737408,1015.474,0.1721,7.17190476190476,77.74,22,No
2023-12,2023,Habitat,0,14.107972,14998.3233770685,1015.859,7.7956,6.86847368421053,77.74,20,No
2024-01,2024,Habitat,0,14.2107886,15366.8940759063,1016.062,7.131,6.67952380952381,77.941,22,No
2024-02,2024,Habitat,0,14.2934435,15681.3656284242,1016.721,10.1119,6.75380952380952,77.941,21,No
2024-03,2024,Habitat,0,14.3670896,15748.0616337682,1017.832,7.3956,7.00578947368421,77.941,21,No
2024-04,2024,Habitat,0,14.4554195,15886.4994756016,1018.843,7.968,7.38204545454545,77.941,22,No
2024-05,2024,Habitat,0,14.5321668,16552.33703314,1019.575,11.0767,7.09540909090909,77.941,23,No
2024-06,2024,Habitat,0,14.6034699,16052.551603178,1020.107,8.8557,7.08842105263158,77.941,20,No
2024-07,2024,Habitat,0,14.685781000000002,14972.465246091,1020.685,5.7433,6.9725,77.941,23,No
2024-08,2024,Habitat,0,14.7645987,14449.200004852,1021.59,5.9046,6.5835,77.941,22,No
2024-09,2024,Habitat,0,14.8064014,14557.346844564,1022.199,9.2972,6.36185714285714,77.941,21,No
2024-10,2024,Habitat,0,14.9121411,14697.632186221,1023.066,10.0623,6.52246818181818,77.941,23,No
2024-11,2024,Habitat,0,14.9723695,14947.155244742,1023.922,8.3915,6.669,77.941,21,No
2024-12,2024,Habitat,0,15.0363745,15113.507318649,1024.779,3.2652,6.62515789473684,77.941,21,No
2025-01,2025,Habitat,0,15.0989162,15414.82710731,1025.587,2.1309,6.69,,22,No
2025-02,2025,Habitat,0,15.1545055,15471.364252536,1026.447,0.8192,6.4725,,20,No
2025-03,2025,Habitat,0,15.2161175,15687.460489432,1027.459,1.7406,6.4852380952381,,21,No
2025-04,2025,Habitat,0,15.279347499999998,16042.801910451,1028.344,2.5564,6.604,,22,No
2025-05,2025,Habitat,0,15.3398583,16586.816801164,1029.297,1.8949,6.48666666666667,,22,No
2025-06,2025,Habitat,0,15.4015732,17270.08541474,1030.292,3.76,6.41190476190476,,21,No
2025-07,2025,Habitat,0,15.4656278,17797.802648256,1031.02,5.9544,6.18745,,23,No
2025-08,2025,Habitat,0,15.5218905,18433.575559564,1031.599,7.6043,6.01696,,21,No
2025-09,2025,Habitat,0,15.586345799999998,19118.577304057,1033.177,7.6262,6.12590909090909,,22,No
2025-10,2025,Habitat,0,15.6474799,19320.150144733,1034.575,7.259,6.10583636363637,,23,No
2025-11,2025,Habitat,0,15.7019537,19093.065338396,1033.891,7.2181,6.00445,,20,No
2025-12,2025,Habitat,0,15.7668824,19093.274828688,1033.167,10.6273,5.82715789473684,,22,No
2013-06,2013,Habitat,1,10.0,0.0028703933324,4.354,0.0,5.31946716260051,74.591,20,No
2013-07,2013,Habitat,1,10.0189136,0.6127599774699,12.474,0.0,5.26015228899572,74.591,23,No
2013-08,2013,Habitat,1,9.9135732,2.3824862831919,51.556,0.0,5.46271259667266,74.591,22,No
2013-09,2013,Habitat,1,10.1382432,14.3902319365539,67.183,0.32647647058823526,5.60047619047619,74.591,21,Si
2013-10,2013,Habitat,1,10.1835686,39.2878933282179,78.905,0.6529529411764705,5.31727272727273,74.591,23,Si
2013-11,2013,Habitat,1,10.2241545,60.1064138523824,95.061,0.9794294117647058,5.467,74.591,21,Si
2013-12,2013,Habitat,1,10.2462231,82.7128584923975,110.385,1.305905882352941,5.6055,74.591,21,Si
2014-01,2014,Habitat,1,10.1301404,118.524303842298,130.042,1.6323823529411763,5.72,75.26,22,Si
2014-02,2014,Habitat,1,10.2397467,151.793323514733,153.77,1.9588588235294115,6.4255,75.26,20,Si
2014-03,2014,Habitat,1,10.3161617,169.738166437884,177.611,2.2853352941176466,6.16490476190476,75.26,21,Si
2014-04,2014,Habitat,1,10.4378459,196.783595397938,198.481,2.611811764705882,5.951,75.26,21,Si
2014-05,2014,Habitat,1,10.5170847,220.817518971707,218.489,2.9382882352941175,5.64095238095238,75.26,22,Si
2014-06,2014,Habitat,1,10.6691675,254.457561253985,241.975,3.2647647058823526,5.37238095238095,75.26,21,Si
2014-07,2014,Habitat,1,10.7341638,289.399446680289,265.577,3.5912411764705876,5.177,75.26,23,Si
2014-08,2014,Habitat,1,10.8670991,328.691058171731,313.094,3.917717647058823,5.19790476190476,75.26,21,Si
2014-09,2014,Habitat,1,10.8737982,364.194387414162,341.969,4.244194117647059,5.33545454545455,75.26,22,Si
2014-10,2014,Habitat,1,11.0561666,417.840822683961,364.612,4.570670588235293,5.35995454545454,75.26,23,Si
2014-11,2014,Habitat,1,11.1119008,457.299953690019,383.796,4.897147058823529,5.43935,75.26,20,Si
2014-12,2014,Habitat,1,11.1714371,499.521831077925,400.388,5.223623529411764,5.35971428571429,75.26,22,Si
2015-01,2015,Habitat,1,11.4646293,553.404456637696,424.525,5.5501,5.2966,75.732,21,No
2015-02,2015,Habitat,1,11.6166057,619.627586273459,449.403,10.6028,5.2855,75.732,20,No
2015-03,2015,Habitat,1,11.6245549,670.97242395998,472.399,9.4776,5.52668181818182,75.732,22,No
2015-04,2015,Habitat,1,11.7588547,739.387263840784,493.964,10.5509,5.53809090909091,75.732,21,No
2015-05,2015,Habitat,1,11.796351,825.410912434398,516.111,9.1122,5.9019,75.732,21,No
2015-06,2015,Habitat,1,11.726966,902.29658401926,537.86,6.9179,6.17166666666667,75.732,22,No
2015-07,2015,Habitat,1,11.7833822,994.489501188383,558.501,5.4156,6.47165,75.732,23,No
2015-08,2015,Habitat,1,11.6355967,1052.2071335289,582.602,3.6501,6.66319047619047,75.732,21,No
2015-09,2015,Habitat,1,11.4974029,1117.37724344271,607.872,-1.3433,7.23577272727273,75.732,22,No
2015-10,2015,Habitat,1,11.8877824,1270.56297317667,631.474,2.0942,7.01072727272727,75.732,22,No
2015-11,2015,Habitat,1,12.0975306,1410.86925283671,654.191,3.6394,6.69261904761905,75.732,21,No
2015-12,2015,Habitat,1,12.0656136,1479.85394845173,672.273,2.9068,6.70786363636364,75.732,22,No
2016-01,2016,Habitat,1,12.1018334,1554.93679339034,673.153,-0.18,7.02015,75.951,20,No
2016-02,2016,Habitat,1,12.3531324,1676.39159850678,699.609,-2.531,7.34585714285714,75.951,21,No
2016-03,2016,Habitat,1,12.2991828,1776.51249314904,726.695,-0.3147,7.139,75.951,23,No
2016-04,2016,Habitat,1,12.5560638,1936.64969164438,750.532,-0.9824,6.54485714285714,75.951,21,No
2016-05,2016,Habitat,1,12.7402331,2087.69663297658,776.47,0.7342,6.26581818181818,75.951,22,No
2016-06,2016,Habitat,1,12.779271,2161.7944039254,800.252,1.5272,6.08436363636364,75.951,22,No
2016-07,2016,Habitat,1,13.1686056,2378.22258681751,822.714,4.6844,5.75652380952381,75.951,21,No
2016-08,2016,Habitat,1,13.353726,2522.62151333492,841.572,8.6776,5.63617391304348,75.951,23,No
2016-09,2016,Habitat,1,13.4240763,2639.15883175622,901.326,13.7829,5.79354545454546,75.951,22,No
2016-10,2016,Habitat,1,13.4521096,2742.45519980248,931.139,11.8286,5.77085714285714,75.951,21,No
2016-11,2016,Habitat,1,13.2883786,2848.92395200389,959.841,6.7489,6.30986363636364,75.951,22,No
2016-12,2016,Habitat,1,13.2803339,2987.33822935869,983.523,7.5287,6.44685714285714,75.951,22,No
2017-01,2017,Habitat,1,13.3610234,3130.48726837086,1016.507,10.5216,6.35095454545454,75.958,22,No
2017-02,2017,Habitat,1,13.4386137,3289.92696911258,1048.237,9.8033,6.26035,75.958,20,No
2017-03,2017,Habitat,1,13.6462371,3448.33045873464,1075.157,7.6363,6.09739130434783,75.958,23,No
2017-04,2017,Habitat,1,13.7780163,3605.08114262891,1094.378,8.11,5.87055555555556,75.958,20,No
2017-05,2017,Habitat,1,13.9872281,3848.79667133579,1120.162,9.6708,5.71772727272727,75.958,23,No
2017-06,2017,Habitat,1,14.0593563,4007.89024450559,1121.407,10.6836,5.57905,75.958,22,No
2017-07,2017,Habitat,1,14.1896255,4186.76146545536,1120.237,8.0892,5.65947368421053,75.958,21,No
2017-08,2017,Habitat,1,14.3098413,4409.87321832333,1119.802,5.9864,5.46204347826087,75.958,23,No
2017-09,2017,Habitat,1,14.5238892,4715.73094793111,1118.76,7.3285,5.34190476190476,75.958,21,No
2017-10,2017,Habitat,1,14.6043699,5008.3373276788,1117.379,10.069,5.26331818181818,75.958,22,No
2017-11,2017,Habitat,1,14.696539,5202.99201593153,1114.026,12.468,5.2997619047619,75.958,22,No
2017-12,2017,Habitat,1,14.8132045,5426.42054528316,1113.958,12.264,5.24947368421053,75.958,20,No
2018-01,2018,Habitat,1,15.2036736,5840.3377,1112.248,15.4444,4.81809523809524,76.018,22,No
2018-02,2018,Habitat,1,15.1846117,5983.4190522928,1110.884,14.9384,4.7945,76.018,20,No
2018-03,2018,Habitat,1,15.1675321,6123.5856234568,1108.557,14.8011,4.845,76.018,22,No
2018-04,2018,Habitat,1,15.0079155,6328.5324381472,1105.945,12.453,5.0242,76.018,21,No
2018-05,2018,Habitat,1,14.7884868,6475.5483681325,1103.833,8.8915,5.47227272727273,76.018,23,No
2018-06,2018,Habitat,1,14.7928534,6582.52431434543,1101.484,6.6129,5.6626,76.018,21,No
2018-07,2018,Habitat,1,15.0446573,6865.7495785163,1098.824,6.1743,5.48476190476191,76.018,22,No
2018-08,2018,Habitat,1,14.9983646,6980.9714596802,1095.694,5.9617,5.4252380952381,76.018,23,No
2018-09,2018,Habitat,1,15.0614901,7146.60068942462,1092.877,3.6555,5.5175,76.018,20,No
2018-10,2018,Habitat,1,14.734695,7023.9843667038,1089.625,-1.4143,5.73181818181818,76.018,23,No
2018-11,2018,Habitat,1,14.9998871,7325.0388722661,1085.954,-3.2753,5.727,76.018,22,No
2018-12,2018,Habitat,1,14.979304,7278.9953321263,1080.654,-3.9776,5.74363157894737,76.018,20,No
2019-01,2019,Habitat,1,15.332503,7707.9566883989,1075.999,-6.284,5.58772727272727,76.275,22,No
2019-02,2019,Habitat,1,15.4571919,7919.6725515057,1072.835,-3.5287,5.4945,76.275,20,No
2019-03,2019,Habitat,1,15.6336248,8197.49637,1068.753,-2.6609,5.29923809523809,76.275,21,No
2019-04,2019,Habitat,1,15.8862525,8507.390526811,1068.753,-0.1293,5.2158,76.275,22,No
2019-05,2019,Habitat,1,16.0214036,8538.9265846034,1061.24,0.1542,5.13735454545455,76.275,23,No
2019-06,2019,Habitat,1,16.5701411,8947.324598162,1058.074,2.5938,4.81719,76.275,20,No
2019-07,2019,Habitat,1,16.8901502,9280.2637346927,1053.311,5.4708,4.4401,76.275,23,No
2019-08,2019,Habitat,1,16.9283214,9521.255524996,1047.807,4.4574,4.228985,76.275,22,No
2019-09,2019,Habitat,1,17.0207209,9928.2725042617,1043.142,5.851,4.15212380952381,76.275,21,No
2019-10,2019,Habitat,1,17.1948126,10357.9640558158,1038.127,9.1555,4.07454285714286,76.275,23,No
2019-11,2019,Habitat,1,17.1199706,10726.8086526193,1038.127,11.0591,4.23969,76.275,21,No
2019-12,2019,Habitat,1,17.3036315,11197.7594342813,1028.079,13.2615,4.3559380952381,76.275,21,No
2020-01,2020,Habitat,1,17.653077,11707.740292013,1023.434,13.7019,4.50230909090909,73.832,22,No
2020-02,2020,Habitat,1,17.5062491,11821.3618998711,1020.101,12.015,4.258095,73.832,20,No
2020-03,2020,Habitat,1,15.5972098,10754.3990247901,1017.289,-0.3735,5.08725909090909,73.832,22,No
2020-04,2020,Habitat,1,15.9066545,10980.5649566996,1017.289,-5.3474,5.0255,73.832,22,No
2020-05,2020,Habitat,1,16.799795,11398.447952562,1015.708,-0.3459,4.4295,73.832,21,No
2020-06,2020,Habitat,1,17.0890731,10942.622463151,1016.269,3.0388,4.39,73.832,22,No
2020-07,2020,Habitat,1,17.7256044,11042.76120322,1016.818,2.9391,4.24045454545455,73.832,23,No
2020-08,2020,Habitat,1,17.7719658,11384.624024538,1017.458,6.2386,4.06714285714286,73.832,21,No
2020-09,2020,Habitat,1,17.6175807,11578.212793295,1017.861,5.3575,4.18681818181818,73.832,22,No
2020-10,2020,Habitat,1,17.729502,11814.144171796,1018.159,5.8981,4.20545454545454,73.832,22,No
2020-11,2020,Habitat,1,18.6366175,12905.449771242,1018.593,7.6204,4.01450476190476,73.832,21,No
2020-12,2020,Habitat,1,19.2746675,13643.608699135,1018.475,12.424,3.63264285714286,73.832,22,No
2021-01,2021,Habitat,1,19.1541014,13932.212995653,1018.5,13.0458,3.658,71.596,20,No
2021-02,2021,Habitat,1,18.9444139,14326.919933301,1019.274,14.8401,3.9115,71.596,20,No
2021-03,2021,Habitat,1,18.5075734,14309.363301325,1021.017,23.7131,4.68608695652174,71.596,23,No
2021-04,2021,Habitat,1,18.380757000000003,14524.618995485,1020.908,26.6028,5.09,71.596,22,No
2021-05,2021,Habitat,1,18.6426829,15154.531960051,1021.525,20.4762,4.99,71.596,21,No
2021-06,2021,Habitat,1,18.4447506,14696.713883315,1021.764,14.9148,5.27323809523809,71.596,22,No
2021-07,2021,Habitat,1,18.1030244,13857.185787124,1021.539,9.4667,5.6647,71.596,22,No
2021-08,2021,Habitat,1,17.9977593,13073.240595599,1020.957,3.5617,6.35523809523809,71.596,22,No
2021-09,2021,Habitat,1,17.8585283,12565.039881103,1020.191,5.352,6.34227272727273,71.596,22,No
2021-10,2021,Habitat,1,17.8793767,12752.169611851,1019.287,3.703,5.9495,71.596,21,No
2021-11,2021,Habitat,1,17.8632392,12826.183813618,1018.426,2.6693,5.86571428571429,71.596,22,No
2021-12,2021,Habitat,1,17.9590378,12825.4686689947,1016.413,-3.1892,5.92563636363636,71.596,23,No
2022-01,2022,Habitat,1,17.8775551,12714.33856496,1016.358,-6.0243,6.07457142857143,76.834,21,No
2022-02,2022,Habitat,1,17.757648099999997,12750.189134255,1015.787,-8.8462,6.071,76.834,20,No
2022-03,2022,Habitat,1,17.773227300000002,12917.6337286779,1014.843,-5.3161,6.59782608695652,76.834,23,No
2022-04,2022,Habitat,1,17.3906973,12557.36471685,1014.357,-5.9681,7.37315789473684,76.834,21,No
2022-05,2022,Habitat,1,17.0872611,12272.7696964005,1014.467,-11.5009,7.92363636363636,76.834,22,No
2022-06,2022,Habitat,1,16.5765363,11852.6360985997,1014.653,-14.3596,7.858,76.834,22,No
2022-07,2022,Habitat,1,16.728117299999997,11730.1881815874,1014.282,-15.6259,8.21631578947368,76.834,21,No
2022-08,2022,Habitat,1,16.7959337,11111.0209573065,1014.075,-11.6141,7.90872727272727,76.834,23,No
2022-09,2022,Habitat,1,16.4630541,10741.0473090124,1013.9,-15.8061,8.30590909090909,76.834,22,No
2022-10,2022,Habitat,1,16.7679634,11159.8414319181,1013.428,-12.7723,8.64571428571429,76.834,21,No
2022-11,2022,Habitat,1,17.3522569,11517.7310203376,1012.883,-12.4324,7.86476190476191,76.834,22,No
2022-12,2022,Habitat,1,17.2803216,11451.427015263,1012.781,-12.9909,7.8615,76.834,22,No
2023-01,2023,Habitat,1,17.8116069,11976.6208091707,1012.732,-10.5944,7.95952380952381,77.74,22,No
2023-02,2023,Habitat,1,17.4266491,11860.0585914315,1012.969,-12.9925,7.87935,77.74,20,No
2023-03,2023,Habitat,1,17.9788168,12282.854755512,1013.323,-12.7319,7.71669565217391,77.74,23,No
2023-04,2023,Habitat,1,18.1522883,12471.4406248877,1013.298,-10.3913,7.48888888888889,77.74,20,No
2023-05,2023,Habitat,1,18.2859699,12555.5990400281,1014.218,-8.4819,7.275,77.74,23,No
2023-06,2023,Habitat,1,18.9026295,13065.2494235159,1014.37,-0.4414,7.07380952380952,77.74,22,No
2023-07,2023,Habitat,1,19.3104956,13536.4525675668,1014.44,0.5462,6.7555,77.74,21,No
2023-08,2023,Habitat,1,19.1468101,13747.282450866,1014.401,2.9654,6.84409090909091,77.74,23,No
2023-09,2023,Habitat,1,18.6596641,13694.2461139506,1014.739,2.8504,6.96857142857143,77.74,21,No
2023-10,2023,Habitat,1,18.5811505,13657.57735164,1015.095,-0.985,7.62454545454545,77.74,22,No
2023-11,2023,Habitat,1,19.4081677,14128.739737408,1015.474,0.1721,7.17190476190476,77.74,22,No
2023-12,2023,Habitat,1,20.4194059,14998.3233770685,1015.859,7.7956,6.86847368421053,77.74,20,No
2024-01,2024,Habitat,1,20.6866368,15366.8940759063,1016.062,7.131,6.67952380952381,77.941,22,No
2024-02,2024,Habitat,1,20.6397603,15681.3656284242,1016.721,10.1119,6.75380952380952,77.941,21,No
2024-03,2024,Habitat,1,20.5381962,15748.0616337682,1017.832,7.3956,7.00578947368421,77.941,21,No
2024-04,2024,Habitat,1,20.1836956,15886.4994756016,1018.843,7.968,7.38204545454545,77.941,22,No
2024-05,2024,Habitat,1,20.4341878,16552.33703314,1019.575,11.0767,7.09540909090909,77.941,23,No
2024-06,2024,Habitat,1,20.4232991,16052.551603178,1020.107,8.8557,7.08842105263158,77.941,20,No
2024-07,2024,Habitat,1,20.633597100000003,14972.465246091,1020.685,5.7433,6.9725,77.941,23,No
2024-08,2024,Habitat,1,21.0561722,14449.200004852,1021.59,5.9046,6.5835,77.941,22,No
2024-09,2024,Habitat,1,21.4024578,14557.346844564,1022.199,9.2972,6.36185714285714,77.941,21,No
2024-10,2024,Habitat,1,20.9565179,14697.632186221,1023.066,10.0623,6.52246818181818,77.941,23,No
2024-11,2024,Habitat,1,21.0405255,14947.155244742,1023.922,8.3915,6.669,77.941,21,No
2024-12,2024,Habitat,1,20.7011596,15113.507318649,1024.779,3.2652,6.62515789473684,77.941,21,No
2025-01,2025,Habitat,1,20.902966000000003,15414.82710731,1025.587,2.1309,6.69,,22,No
2025-02,2025,Habitat,1,21.0415528,15471.364252536,1026.447,0.8192,6.4725,,20,No
