fecha,tipo_fondo,afp,valor_cuota,archivo_origen
2015-01-14,2,Profuturo,127.1484468,FP-1359-en2015.XLS
2015-01-15,2,Habitat,11.295218,FP-1359-en2015.XLS
2015-01-15,2,Integra,133.6244088,FP-1359-en2015.XLS
2015-01-15,2,Prima,25.0196198,FP-1359-en2015.XLS
2015-01-15,2,Profuturo,127.0300291,FP-1359-en2015.XLS
2015-01-16,2,Habitat,11.3797375,FP-1359-en2015.XLS
2015-01-16,2,Integra,134.6696794,FP-1359-en2015.XLS
2015-01-16,2,Prima,25.2309174,FP-1359-en2015.XLS
2015-01-16,2,Profuturo,128.1884864,FP-1359-en2015.XLS
2015-01-19,2,Habitat,11.378416,FP-1359-en2015.XLS
2015-01-19,2,Integra,134.647501,FP-1359-en2015.XLS
2015-01-19,2,Prima,25.2280806,FP-1359-en2015.XLS
2015-01-19,2,Profuturo,128.1310401,FP-1359-en2015.XLS
2015-01-20,2,Habitat,11.3984408,FP-1359-en2015.XLS
2015-01-20,2,Integra,134.9719857,FP-1359-en2015.XLS
2015-01-20,2,Prima,25.2740131,FP-1359-en2015.XLS
2015-01-20,2,Profuturo,128.4301208,FP-1359-en2015.XLS
2015-01-21,2,Habitat,11.41259,FP-1359-en2015.XLS
2015-01-21,2,Integra,135.1503527,FP-1359-en2015.XLS
2015-01-21,2,Prima,25.2893127,FP-1359-en2015.XLS
2015-01-21,2,Profuturo,128.5972194,FP-1359-en2015.XLS
2015-01-22,2,Habitat,11.4765751,FP-1359-en2015.XLS
2015-01-22,2,Integra,135.960691,FP-1359-en2015.XLS
2015-01-22,2,Prima,25.4508785,FP-1359-en2015.XLS
2015-01-22,2,Profuturo,129.389221,FP-1359-en2015.XLS
2015-01-23,2,Habitat,11.5205024,FP-1359-en2015.XLS
2015-01-23,2,Integra,136.4397984,FP-1359-en2015.XLS
2015-01-23,2,Prima,25.5670619,FP-1359-en2015.XLS
2015-01-23,2,Profuturo,129.8299797,FP-1359-en2015.XLS
2015-01-26,2,Habitat,11.571403,FP-1359-en2015.XLS
2015-01-26,2,Integra,137.0535983,FP-1359-en2015.XLS
2015-01-26,2,Prima,25.6924424,FP-1359-en2015.XLS
2015-01-26,2,Profuturo,130.4510208,FP-1359-en2015.XLS
2015-01-27,2,Habitat,11.5407982,FP-1359-en2015.XLS
2015-01-27,2,Integra,136.7791915,FP-1359-en2015.XLS
2015-01-27,2,Prima,25.6564718,FP-1359-en2015.XLS
2015-01-27,2,Profuturo,130.0082329,FP-1359-en2015.XLS
2015-01-28,2,Habitat,11.5242789,FP-1359-en2015.XLS
2015-01-28,2,Integra,136.520354,FP-1359-en2015.XLS
2015-01-28,2,Prima,25.596332,FP-1359-en2015.XLS
2015-01-28,2,Profuturo,129.7794203,FP-1359-en2015.XLS
2015-01-29,2,Habitat,11.5780506,FP-1359-en2015.XLS
2015-01-29,2,Integra,137.0618167,FP-1359-en2015.XLS
2015-01-29,2,Prima,25.6835599,FP-1359-en2015.XLS
2015-01-29,2,Profuturo,130.4299504,FP-1359-en2015.XLS
2015-01-30,2,Habitat,11.5692347,FP-1359-en2015.XLS
2015-01-30,2,Integra,136.953716,FP-1359-en2015.XLS
2015-01-30,2,Prima,25.6882264,FP-1359-en2015.XLS
2015-01-30,2,Profuturo,130.3551713,FP-1359-en2015.XLS
2015-01-02,3,Habitat,10.806122,FP-1359-en2015.XLS
2015-01-02,3,Integra,32.6142273,FP-1359-en2015.XLS
2015-01-02,3,Prima,31.2883335,FP-1359-en2015.XLS
2015-01-02,3,Profuturo,29.3240665,FP-1359-en2015.XLS
2015-01-05,3,Habitat,10.7153311,FP-1359-en2015.XLS
2015-01-05,3,Integra,32.342661,FP-1359-en2015.XLS
2015-01-05,3,Prima,30.9575058,FP-1359-en2015.XLS
2015-01-05,3,Profuturo,29.0542078,FP-1359-en2015.XLS
2015-01-06,3,Habitat,10.6141156,FP-1359-en2015.XLS
2015-01-06,3,Integra,32.0200626,FP-1359-en2015.XLS
2015-01-06,3,Prima,30.6532031,FP-1359-en2015.XLS
2015-01-06,3,Profuturo,28.7376224,FP-1359-en2015.XLS
2015-01-07,3,Habitat,10.6785828,FP-1359-en2015.XLS
2015-01-07,3,Integra,32.1955741,FP-1359-en2015.XLS
2015-01-07,3,Prima,30.8233748,FP-1359-en2015.XLS
2015-01-07,3,Profuturo,28.9312261,FP-1359-en2015.XLS
2015-01-08,3,Habitat,10.7465171,FP-1359-en2015.XLS
2015-01-08,3,Integra,32.392344,FP-1359-en2015.XLS
2015-01-08,3,Prima,30.9859921,FP-1359-en2015.XLS
2015-01-08,3,Profuturo,29.1359474,FP-1359-en2015.XLS
2015-01-09,3,Habitat,10.7203245,FP-1359-en2015.XLS
2015-01-09,3,Integra,32.3027792,FP-1359-en2015.XLS
2015-01-09,3,Prima,30.884284,FP-1359-en2015.XLS
2015-01-09,3,Profuturo,28.9906431,FP-1359-en2015.XLS
2015-01-12,3,Habitat,10.6542866,FP-1359-en2015.XLS
2015-01-12,3,Integra,32.0868927,FP-1359-en2015.XLS
2015-01-12,3,Prima,30.7070049,FP-1359-en2015.XLS
2015-01-12,3,Profuturo,28.7683512,FP-1359-en2015.XLS
2015-01-13,3,Habitat,10.6507412,FP-1359-en2015.XLS
2015-01-13,3,Integra,32.0694448,FP-1359-en2015.XLS
2015-01-13,3,Prima,30.6572772,FP-1359-en2015.XLS
2015-01-13,3,Profuturo,28.7601015,FP-1359-en2015.XLS
2015-01-14,3,Habitat,10.5792767,FP-1359-en2015.XLS
2015-01-14,3,Integra,31.8276114,FP-1359-en2015.XLS
2015-01-14,3,Prima,30.4162122,FP-1359-en2015.XLS
2015-01-14,3,Profuturo,28.5514398,FP-1359-en2015.XLS
2015-01-15,3,Habitat,10.5483409,FP-1359-en2015.XLS
2015-01-15,3,Integra,31.7168492,FP-1359-en2015.XLS
2015-01-15,3,Prima,30.3527997,FP-1359-en2015.XLS
2015-01-15,3,Profuturo,28.454104,FP-1359-en2015.XLS
2015-01-16,3,Habitat,10.6407912,FP-1359-en2015.XLS
2015-01-16,3,Integra,31.9730369,FP-1359-en2015.XLS
2015-01-16,3,Prima,30.629795,FP-1359-en2015.XLS
2015-01-16,3,Profuturo,28.7463506,FP-1359-en2015.XLS
2015-01-19,3,Habitat,10.6400546,FP-1359-en2015.XLS
2015-01-19,3,Integra,31.9589719,FP-1359-en2015.XLS
2015-01-19,3,Prima,30.6200937,FP-1359-en2015.XLS
2015-01-19,3,Profuturo,28.7132572,FP-1359-en2015.XLS
2015-01-20,3,Habitat,10.6630168,FP-1359-en2015.XLS
2015-01-20,3,Integra,32.0831436,FP-1359-en2015.XLS
2015-01-20,3,Prima,30.7052008,FP-1359-en2015.XLS
2015-01-20,3,Profuturo,28.8099713,FP-1359-en2015.XLS
2015-01-21,3,Habitat,10.6936942,FP-1359-en2015.XLS
2015-01-21,3,Integra,32.1461379,FP-1359-en2015.XLS
2015-01-21,3,Prima,30.7304098,FP-1359-en2015.XLS
2015-01-21,3,Profuturo,28.8670742,FP-1359-en2015.XLS
2015-01-22,3,Habitat,10.7782317,FP-1359-en2015.XLS
2015-01-22,3,Integra,32.3455469,FP-1359-en2015.XLS
2015-01-22,3,Prima,30.9479175,FP-1359-en2015.XLS
2015-01-22,3,Profuturo,29.0975672,FP-1359-en2015.XLS
2015-01-23,3,Habitat,10.815629,FP-1359-en2015.XLS
2015-01-23,3,Integra,32.4730966,FP-1359-en2015.XLS
2015-01-23,3,Prima,31.0858841,FP-1359-en2015.XLS
2015-01-23,3,Profuturo,29.228533,FP-1359-en2015.XLS
2015-01-26,3,Habitat,10.879394,FP-1359-en2015.XLS
2015-01-26,3,Integra,32.6603051,FP-1359-en2015.XLS
2015-01-26,3,Prima,31.3162633,FP-1359-en2015.XLS
2015-01-26,3,Profuturo,29.4183227,FP-1359-en2015.XLS
2015-01-27,3,Habitat,10.8211859,FP-1359-en2015.XLS
2015-01-27,3,Integra,32.4779544,FP-1359-en2015.XLS
2015-01-27,3,Prima,31.2210149,FP-1359-en2015.XLS
2015-01-27,3,Profuturo,29.2142262,FP-1359-en2015.XLS
2015-01-28,3,Habitat,10.775903,FP-1359-en2015.XLS
2015-01-28,3,Integra,32.3633196,FP-1359-en2015.XLS
2015-01-28,3,Prima,31.0510432,FP-1359-en2015.XLS
2015-01-28,3,Profuturo,29.0900705,FP-1359-en2015.XLS
2015-01-29,3,Habitat,10.8532564,FP-1359-en2015.XLS
2015-01-29,3,Integra,32.5466928,FP-1359-en2015.XLS
2015-01-29,3,Prima,31.2507206,FP-1359-en2015.XLS
2015-01-29,3,Profuturo,29.319857,FP-1359-en2015.XLS
2015-01-30,3,Habitat,10.8206022,FP-1359-en2015.XLS
2015-01-30,3,Integra,32.4722988,FP-1359-en2015.XLS
2015-01-30,3,Prima,31.226838,FP-1359-en2015.XLS
2015-01-30,3,Profuturo,29.259818,FP-1359-en2015.XLS
2015-02-02,1,Habitat,11.4885327,FP-1359-fe2015.XLS
2015-02-02,1,Integra,19.2503086,FP-1359-fe2015.XLS
2015-02-02,1,Prima,19.7879423,FP-1359-fe2015.XLS
2015-02-02,1,Profuturo,18.7228298,FP-1359-fe2015.XLS
2015-02-03,1,Habitat,11.4887527,FP-1359-fe2015.XLS
2015-02-03,1,Integra,19.2478736,FP-1359-fe2015.XLS
2015-02-03,1,Prima,19.8065933,FP-1359-fe2015.XLS
2015-02-03,1,Profuturo,18.7173519,FP-1359-fe2015.XLS
2015-02-04,1,Habitat,11.5060554,FP-1359-fe2015.XLS
2015-02-04,1,Integra,19.2674644,FP-1359-fe2015.XLS
2015-02-04,1,Prima,19.8177661,FP-1359-fe2015.XLS
2015-02-04,1,Profuturo,18.7362958,FP-1359-fe2015.XLS
2015-02-05,1,Habitat,11.5209036,FP-1359-fe2015.XLS
2015-02-05,1,Integra,19.2716698,FP-1359-fe2015.XLS
2015-02-05,1,Prima,19.8580525,FP-1359-fe2015.XLS
2015-02-05,1,Profuturo,18.7419908,FP-1359-fe2015.XLS
2015-02-06,1,Habitat,11.5126732,FP-1359-fe2015.XLS
2015-02-06,1,Integra,19.2541585,FP-1359-fe2015.XLS
2015-02-06,1,Prima,19.8252409,FP-1359-fe2015.XLS
2015-02-06,1,Profuturo,18.7322145,FP-1359-fe2015.XLS
2015-02-09,1,Habitat,11.5021964,FP-1359-fe2015.XLS
2015-02-09,1,Integra,19.2119966,FP-1359-fe2015.XLS
2015-02-09,1,Prima,19.7966034,FP-1359-fe2015.XLS
2015-02-09,1,Profuturo,18.6876067,FP-1359-fe2015.XLS
2015-02-10,1,Habitat,11.539181,FP-1359-fe2015.XLS
2015-02-10,1,Integra,19.2808439,FP-1359-fe2015.XLS
2015-02-10,1,Prima,19.8432592,FP-1359-fe2015.XLS
2015-02-10,1,Profuturo,18.7648341,FP-1359-fe2015.XLS
2015-02-11,1,Habitat,11.5411532,FP-1359-fe2015.XLS
2015-02-11,1,Integra,19.2684988,FP-1359-fe2015.XLS
2015-02-11,1,Prima,19.8227499,FP-1359-fe2015.XLS
2015-02-11,1,Profuturo,18.7559358,FP-1359-fe2015.XLS
2015-02-12,1,Habitat,11.5252023,FP-1359-fe2015.XLS
2015-02-12,1,Integra,19.2388984,FP-1359-fe2015.XLS
2015-02-12,1,Prima,19.8121071,FP-1359-fe2015.XLS
2015-02-12,1,Profuturo,18.7260874,FP-1359-fe2015.XLS
2015-02-13,1,Habitat,11.5646396,FP-1359-fe2015.XLS
2015-02-13,1,Integra,19.2962032,FP-1359-fe2015.XLS
2015-02-13,1,Prima,19.8517,FP-1359-fe2015.XLS
2015-02-13,1,Profuturo,18.7879101,FP-1359-fe2015.XLS
2015-02-16,1,Habitat,11.5775308,FP-1359-fe2015.XLS
2015-02-16,1,Integra,19.3264708,FP-1359-fe2015.XLS
2015-02-16,1,Prima,19.8776953,FP-1359-fe2015.XLS
2015-02-16,1,Profuturo,18.8087104,FP-1359-fe2015.XLS
2015-02-17,1,Habitat,11.5622033,FP-1359-fe2015.XLS
2015-02-17,1,Integra,19.2954278,FP-1359-fe2015.XLS
2015-02-17,1,Prima,19.8221434,FP-1359-fe2015.XLS
2015-02-17,1,Profuturo,18.7784523,FP-1359-fe2015.XLS
2015-02-18,1,Habitat,11.5651564,FP-1359-fe2015.XLS
2015-02-18,1,Integra,19.2927452,FP-1359-fe2015.XLS
2015-02-18,1,Prima,19.8275041,FP-1359-fe2015.XLS
2015-02-18,1,Profuturo,18.769088,FP-1359-fe2015.XLS
2015-02-19,1,Habitat,11.5630015,FP-1359-fe2015.XLS
2015-02-19,1,Integra,19.2737612,FP-1359-fe2015.XLS
2015-02-19,1,Prima,19.8056251,FP-1359-fe2015.XLS
2015-02-19,1,Profuturo,18.762299,FP-1359-fe2015.XLS
2015-02-20,1,Habitat,11.5689583,FP-1359-fe2015.XLS
2015-02-20,1,Integra,19.281452,FP-1359-fe2015.XLS
2015-02-20,1,Prima,19.8061349,FP-1359-fe2015.XLS
2015-02-20,1,Profuturo,18.7755404,FP-1359-fe2015.XLS
2015-02-23,1,Habitat,11.5870203,FP-1359-fe2015.XLS
2015-02-23,1,Integra,19.3144206,FP-1359-fe2015.XLS
2015-02-23,1,Prima,19.8413595,FP-1359-fe2015.XLS
2015-02-23,1,Profuturo,18.8069474,FP-1359-fe2015.XLS
2015-02-24,1,Habitat,11.6003038,FP-1359-fe2015.XLS
2015-02-24,1,Integra,19.3337485,FP-1359-fe2015.XLS
2015-02-24,1,Prima,19.8719849,FP-1359-fe2015.XLS
2015-02-24,1,Profuturo,18.825597,FP-1359-fe2015.XLS
2015-02-25,1,Habitat,11.6040824,FP-1359-fe2015.XLS
2015-02-25,1,Integra,19.3356618,FP-1359-fe2015.XLS
2015-02-25,1,Prima,19.8890614,FP-1359-fe2015.XLS
2015-02-25,1,Profuturo,18.8290399,FP-1359-fe2015.XLS
2015-02-26,1,Habitat,11.6033103,FP-1359-fe2015.XLS
2015-02-26,1,Integra,19.3434411,FP-1359-fe2015.XLS
2015-02-26,1,Prima,19.8775785,FP-1359-fe2015.XLS
2015-02-26,1,Profuturo,18.8321363,FP-1359-fe2015.XLS
2015-02-27,1,Habitat,11.6166057,FP-1359-fe2015.XLS
2015-02-27,1,Integra,19.3734949,FP-1359-fe2015.XLS
2015-02-27,1,Prima,19.9179655,FP-1359-fe2015.XLS
2015-02-27,1,Profuturo,18.8532869,FP-1359-fe2015.XLS
2015-02-02,2,Habitat,11.6235,FP-1359-fe2015.XLS
2015-02-02,2,Integra,137.5902477,FP-1359-fe2015.XLS
2015-02-02,2,Prima,25.8042549,FP-1359-fe2015.XLS
2015-02-02,2,Profuturo,130.9843453,FP-1359-fe2015.XLS
2015-02-03,2,Habitat,11.6593566,FP-1359-fe2015.XLS
2015-02-03,2,Integra,137.971294,FP-1359-fe2015.XLS
2015-02-03,2,Prima,25.900568,FP-1359-fe2015.XLS
2015-02-03,2,Profuturo,131.414375,FP-1359-fe2015.XLS
2015-02-04,2,Habitat,11.6768218,FP-1359-fe2015.XLS
2015-02-04,2,Integra,138.1225722,FP-1359-fe2015.XLS
2015-02-04,2,Prima,25.9315585,FP-1359-fe2015.XLS
2015-02-04,2,Profuturo,131.5818282,FP-1359-fe2015.XLS
2015-02-05,2,Habitat,11.7105371,FP-1359-fe2015.XLS
2015-02-05,2,Integra,138.4698176,FP-1359-fe2015.XLS
2015-02-05,2,Prima,26.028177,FP-1359-fe2015.XLS
2015-02-05,2,Profuturo,131.9375724,FP-1359-fe2015.XLS
2015-02-06,2,Habitat,11.6888785,FP-1359-fe2015.XLS
2015-02-06,2,Integra,138.0766615,FP-1359-fe2015.XLS
2015-02-06,2,Prima,25.9630411,FP-1359-fe2015.XLS
2015-02-06,2,Profuturo,131.7868298,FP-1359-fe2015.XLS
2015-02-09,2,Habitat,11.6627538,FP-1359-fe2015.XLS
2015-02-09,2,Integra,137.6096724,FP-1359-fe2015.XLS
2015-02-09,2,Prima,25.8884691,FP-1359-fe2015.XLS
2015-02-09,2,Profuturo,131.2861826,FP-1359-fe2015.XLS
2015-02-10,2,Habitat,11.73065,FP-1359-fe2015.XLS
2015-02-10,2,Integra,138.392027,FP-1359-fe2015.XLS
2015-02-10,2,Prima,26.0172835,FP-1359-fe2015.XLS
2015-02-10,2,Profuturo,132.1858574,FP-1359-fe2015.XLS
2015-02-11,2,Habitat,11.7305876,FP-1359-fe2015.XLS
2015-02-11,2,Integra,138.3248165,FP-1359-fe2015.XLS
2015-02-11,2,Prima,25.981196,FP-1359-fe2015.XLS
2015-02-11,2,Profuturo,132.1704499,FP-1359-fe2015.XLS
2015-02-12,2,Habitat,11.7387939,FP-1359-fe2015.XLS
2015-02-12,2,Integra,138.4202573,FP-1359-fe2015.XLS
2015-02-12,2,Prima,26.0352332,FP-1359-fe2015.XLS
2015-02-12,2,Profuturo,132.2321166,FP-1359-fe2015.XLS
2015-02-13,2,Habitat,11.8077324,FP-1359-fe2015.XLS
2015-02-13,2,Integra,139.2253769,FP-1359-fe2015.XLS
2015-02-13,2,Prima,26.1702984,FP-1359-fe2015.XLS
2015-02-13,2,Profuturo,133.0365436,FP-1359-fe2015.XLS
2015-02-16,2,Habitat,11.8290702,FP-1359-fe2015.XLS
2015-02-16,2,Integra,139.4797028,FP-1359-fe2015.XLS
2015-02-16,2,Prima,26.2336486,FP-1359-fe2015.XLS
2015-02-16,2,Profuturo,133.2576418,FP-1359-fe2015.XLS
2015-02-17,2,Habitat,11.809811,FP-1359-fe2015.XLS
2015-02-17,2,Integra,139.2257071,FP-1359-fe2015.XLS
2015-02-17,2,Prima,26.1552245,FP-1359-fe2015.XLS
2015-02-17,2,Profuturo,133.0557291,FP-1359-fe2015.XLS
2015-02-18,2,Habitat,11.8119383,FP-1359-fe2015.XLS
2015-02-18,2,Integra,139.1916239,FP-1359-fe2015.XLS
2015-02-18,2,Prima,26.1493708,FP-1359-fe2015.XLS
2015-02-18,2,Profuturo,132.9764202,FP-1359-fe2015.XLS
2015-02-19,2,Habitat,11.8157061,FP-1359-fe2015.XLS
2015-02-19,2,Integra,139.1158046,FP-1359-fe2015.XLS
2015-02-19,2,Prima,26.1171579,FP-1359-fe2015.XLS
2015-02-19,2,Profuturo,132.9245621,FP-1359-fe2015.XLS
2015-02-20,2,Habitat,11.8341834,FP-1359-fe2015.XLS
2015-02-20,2,Integra,139.3043874,FP-1359-fe2015.XLS
2015-02-20,2,Prima,26.1456136,FP-1359-fe2015.XLS
2015-02-20,2,Profuturo,133.1763017,FP-1359-fe2015.XLS
2015-02-23,2,Habitat,11.8393975,FP-1359-fe2015.XLS
2015-02-23,2,Integra,139.3616978,FP-1359-fe2015.XLS
2015-02-23,2,Prima,26.1584689,FP-1359-fe2015.XLS
2015-02-23,2,Profuturo,133.2261455,FP-1359-fe2015.XLS
2015-02-24,2,Habitat,11.8567473,FP-1359-fe2015.XLS
2015-02-24,2,Integra,139.5176056,FP-1359-fe2015.XLS
2015-02-24,2,Prima,26.1992597,FP-1359-fe2015.XLS
2015-02-24,2,Profuturo,133.3666699,FP-1359-fe2015.XLS
2015-02-25,2,Habitat,11.8541974,FP-1359-fe2015.XLS
2015-02-25,2,Integra,139.4829654,FP-1359-fe2015.XLS
2015-02-25,2,Prima,26.1944093,FP-1359-fe2015.XLS
2015-02-25,2,Profuturo,133.3845977,FP-1359-fe2015.XLS
2015-02-26,2,Habitat,11.8586634,FP-1359-fe2015.XLS
2015-02-26,2,Integra,139.4921326,FP-1359-fe2015.XLS
2015-02-26,2,Prima,26.1899517,FP-1359-fe2015.XLS
2015-02-26,2,Profuturo,133.4631064,FP-1359-fe2015.XLS
2015-02-27,2,Habitat,11.8632919,FP-1359-fe2015.XLS
